1,252,503,754,1005,1256,1507,1758,2009,2260,2511,2762,3013,3264,3515,3766,4017,4268,4519,4770,5021,5272,5523,5774,6025,6276,6527,6778,7029,7280,7531,7782,8033,8284,8535,8786,9037,9288,9539,9790,10041,10292,10543,10794,11045,11296,11547,11798,12049,12300,12551,12802,13053,13304,13555,13806,14057,14308,14559,14810,15061,15312,15563,15814,16065,16316,16567,16818,17069,17320,17571,17822,18073,18324,18575,18826,19077,19328,19579,19830,20081,20332,20583,20834,21085,21336,21587,21838,22089,22340,22591,22842,23093,23344,23595,23846,24097,24348,24599,24850,25101,25352,25603,25854,26105,26356,26607,26858,27109,27360,27611,27862,28113,28364,28615,28866,29117,29368,29619,29870,30121,30372,30623,30874,31125,31376,31627,31878,32129,32380,32631,32882,33133,33384,33635,33886,34137,34388,34639,34890,35141,35392,35643,35894,36145,36396,36647,36898,37149,37400,37651,37902,38153,38404,38655,38906,39157,39408,39659,39910,40161,40412,40663,40914,41165,41416,41667,41918,42169,42420,42671,42922,43173,43424,43675,43926,44177,44428,44679,44930,45181,45432,45683,45934,46185,46436,46687,46938,47189,47440,47691,47942,48193,48444,48695,48946,49197,49448,49699,49950,50201,50452,50703,50954,51205,51456,51707,51958,52209,52460,52711,52962,53213,53464,53715,53966,54217,54468,54719,54970,55221,55472,55723,55974,56225,56476,56727,56978,57229,57480,57731,57982,58233,58484,58735,58986,59237,59488,59739,59990,60241,60492,60743,60994,61245,61496,61747,61998,62249,62500,62751
82,333,584,835,1086,1337,1588,1839,2090,2341,2592,2843,3094,3345,3596,3847,4098,4349,4600,4851,5102,5353,5604,5855,6106,6357,6608,6859,7110,7361,7612,7863,8114,8365,8616,8867,9118,9369,9620,9871,10122,10373,10624,10875,11126,11377,11628,11879,12130,12381,12632,12883,13134,13385,13636,13887,14138,14389,14640,14891,15142,15393,15644,15895,16146,16397,16648,16899,17150,17401,17652,17903,18154,18405,18656,18907,19158,19409,19660,19911,20162,20413,20664,20915,21166,21417,21668,21919,22170,22421,22672,22923,23174,23425,23676,23927,24178,24429,24680,24931,25182,25433,25684,25935,26186,26437,26688,26939,27190,27441,27692,27943,28194,28445,28696,28947,29198,29449,29700,29951,30202,30453,30704,30955,31206,31457,31708,31959,32210,32461,32712,32963,33214,33465,33716,33967,34218,34469,34720,34971,35222,35473,35724,35975,36226,36477,36728,36979,37230,37481,37732,37983,38234,38485,38736,38987,39238,39489,39740,39991,40242,40493,40744,40995,41246,41497,41748,41999,42250,42501,42752,43003,43254,43505,43756,44007,44258,44509,44760,45011,45262,45513,45764,46015,46266,46517,46768,47019,47270,47521,47772,48023,48274,48525,48776,49027,49278,49529,49780,50031,50282,50533,50784,51035,51286,51537,51788,52039,52290,52541,52792,53043,53294,53545,53796,54047,54298,54549,54800,55051,55302,55553,55804,56055,56306,56557,56808,57059,57310,57561,57812,58063,58314,58565,58816,59067,59318,59569,59820,60071,60322,60573,60824,61075,61326,61577,61828,62079,62330,62581,62832
83,334,585,836,1087,1338,1589,1840,2091,2342,2593,2844,3095,3346,3597,3848,4099,4350,4601,4852,5103,5354,5605,5856,6107,6358,6609,6860,7111,7362,7613,7864,8115,8366,8617,8868,9119,9370,9621,9872,10123,10374,10625,10876,11127,11378,11629,11880,12131,12382,12633,12884,13135,13386,13637,13888,14139,14390,14641,14892,15143,15394,15645,15896,16147,16398,16649,16900,17151,17402,17653,17904,18155,18406,18657,18908,19159,19410,19661,19912,20163,20414,20665,20916,21167,21418,21669,21920,22171,22422,22673,22924,23175,23426,23677,23928,24179,24430,24681,24932,25183,25434,25685,25936,26187,26438,26689,26940,27191,27442,27693,27944,28195,28446,28697,28948,29199,29450,29701,29952,30203,30454,30705,30956,31207,31458,31709,31960,32211,32462,32713,32964,33215,33466,33717,33968,34219,34470,34721,34972,35223,35474,35725,35976,36227,36478,36729,36980,37231,37482,37733,37984,38235,38486,38737,38988,39239,39490,39741,39992,40243,40494,40745,40996,41247,41498,41749,42000,42251,42502,42753,43004,43255,43506,43757,44008,44259,44510,44761,45012,45263,45514,45765,46016,46267,46518,46769,47020,47271,47522,47773,48024,48275,48526,48777,49028,49279,49530,49781,50032,50283,50534,50785,51036,51287,51538,51789,52040,52291,52542,52793,53044,53295,53546,53797,54048,54299,54550,54801,55052,55303,55554,55805,56056,56307,56558,56809,57060,57311,57562,57813,58064,58315,58566,58817,59068,59319,59570,59821,60072,60323,60574,60825,61076,61327,61578,61829,62080,62331,62582,62833
84,335,586,837,1088,1339,1590,1841,2092,2343,2594,2845,3096,3347,3598,3849,4100,4351,4602,4853,5104,5355,5606,5857,6108,6359,6610,6861,7112,7363,7614,7865,8116,8367,8618,8869,9120,9371,9622,9873,10124,10375,10626,10877,11128,11379,11630,11881,12132,12383,12634,12885,13136,13387,13638,13889,14140,14391,14642,14893,15144,15395,15646,15897,16148,16399,16650,16901,17152,17403,17654,17905,18156,18407,18658,18909,19160,19411,19662,19913,20164,20415,20666,20917,21168,21419,21670,21921,22172,22423,22674,22925,23176,23427,23678,23929,24180,24431,24682,24933,25184,25435,25686,25937,26188,26439,26690,26941,27192,27443,27694,27945,28196,28447,28698,28949,29200,29451,29702,29953,30204,30455,30706,30957,31208,31459,31710,31961,32212,32463,32714,32965,33216,33467,33718,33969,34220,34471,34722,34973,35224,35475,35726,35977,36228,36479,36730,36981,37232,37483,37734,37985,38236,38487,38738,38989,39240,39491,39742,39993,40244,40495,40746,40997,41248,41499,41750,42001,42252,42503,42754,43005,43256,43507,43758,44009,44260,44511,44762,45013,45264,45515,45766,46017,46268,46519,46770,47021,47272,47523,47774,48025,48276,48527,48778,49029,49280,49531,49782,50033,50284,50535,50786,51037,51288,51539,51790,52041,52292,52543,52794,53045,53296,53547,53798,54049,54300,54551,54802,55053,55304,55555,55806,56057,56308,56559,56810,57061,57312,57563,57814,58065,58316,58567,58818,59069,59320,59571,59822,60073,60324,60575,60826,61077,61328,61579,61830,62081,62332,62583,62834
85,336,587,838,1089,1340,1591,1842,2093,2344,2595,2846,3097,3348,3599,3850,4101,4352,4603,4854,5105,5356,5607,5858,6109,6360,6611,6862,7113,7364,7615,7866,8117,8368,8619,8870,9121,9372,9623,9874,10125,10376,10627,10878,11129,11380,11631,11882,12133,12384,12635,12886,13137,13388,13639,13890,14141,14392,14643,14894,15145,15396,15647,15898,16149,16400,16651,16902,17153,17404,17655,17906,18157,18408,18659,18910,19161,19412,19663,19914,20165,20416,20667,20918,21169,21420,21671,21922,22173,22424,22675,22926,23177,23428,23679,23930,24181,24432,24683,24934,25185,25436,25687,25938,26189,26440,26691,26942,27193,27444,27695,27946,28197,28448,28699,28950,29201,29452,29703,29954,30205,30456,30707,30958,31209,31460,31711,31962,32213,32464,32715,32966,33217,33468,33719,33970,34221,34472,34723,34974,35225,35476,35727,35978,36229,36480,36731,36982,37233,37484,37735,37986,38237,38488,38739,38990,39241,39492,39743,39994,40245,40496,40747,40998,41249,41500,41751,42002,42253,42504,42755,43006,43257,43508,43759,44010,44261,44512,44763,45014,45265,45516,45767,46018,46269,46520,46771,47022,47273,47524,47775,48026,48277,48528,48779,49030,49281,49532,49783,50034,50285,50536,50787,51038,51289,51540,51791,52042,52293,52544,52795,53046,53297,53548,53799,54050,54301,54552,54803,55054,55305,55556,55807,56058,56309,56560,56811,57062,57313,57564,57815,58066,58317,58568,58819,59070,59321,59572,59823,60074,60325,60576,60827,61078,61329,61580,61831,62082,62333,62584,62835
86,337,588,839,1090,1341,1592,1843,2094,2345,2596,2847,3098,3349,3600,3851,4102,4353,4604,4855,5106,5357,5608,5859,6110,6361,6612,6863,7114,7365,7616,7867,8118,8369,8620,8871,9122,9373,9624,9875,10126,10377,10628,10879,11130,11381,11632,11883,12134,12385,12636,12887,13138,13389,13640,13891,14142,14393,14644,14895,15146,15397,15648,15899,16150,16401,16652,16903,17154,17405,17656,17907,18158,18409,18660,18911,19162,19413,19664,19915,20166,20417,20668,20919,21170,21421,21672,21923,22174,22425,22676,22927,23178,23429,23680,23931,24182,24433,24684,24935,25186,25437,25688,25939,26190,26441,26692,26943,27194,27445,27696,27947,28198,28449,28700,28951,29202,29453,29704,29955,30206,30457,30708,30959,31210,31461,31712,31963,32214,32465,32716,32967,33218,33469,33720,33971,34222,34473,34724,34975,35226,35477,35728,35979,36230,36481,36732,36983,37234,37485,37736,37987,38238,38489,38740,38991,39242,39493,39744,39995,40246,40497,40748,40999,41250,41501,41752,42003,42254,42505,42756,43007,43258,43509,43760,44011,44262,44513,44764,45015,45266,45517,45768,46019,46270,46521,46772,47023,47274,47525,47776,48027,48278,48529,48780,49031,49282,49533,49784,50035,50286,50537,50788,51039,51290,51541,51792,52043,52294,52545,52796,53047,53298,53549,53800,54051,54302,54553,54804,55055,55306,55557,55808,56059,56310,56561,56812,57063,57314,57565,57816,58067,58318,58569,58820,59071,59322,59573,59824,60075,60326,60577,60828,61079,61330,61581,61832,62083,62334,62585,62836
87,338,589,840,1091,1342,1593,1844,2095,2346,2597,2848,3099,3350,3601,3852,4103,4354,4605,4856,5107,5358,5609,5860,6111,6362,6613,6864,7115,7366,7617,7868,8119,8370,8621,8872,9123,9374,9625,9876,10127,10378,10629,10880,11131,11382,11633,11884,12135,12386,12637,12888,13139,13390,13641,13892,14143,14394,14645,14896,15147,15398,15649,15900,16151,16402,16653,16904,17155,17406,17657,17908,18159,18410,18661,18912,19163,19414,19665,19916,20167,20418,20669,20920,21171,21422,21673,21924,22175,22426,22677,22928,23179,23430,23681,23932,24183,24434,24685,24936,25187,25438,25689,25940,26191,26442,26693,26944,27195,27446,27697,27948,28199,28450,28701,28952,29203,29454,29705,29956,30207,30458,30709,30960,31211,31462,31713,31964,32215,32466,32717,32968,33219,33470,33721,33972,34223,34474,34725,34976,35227,35478,35729,35980,36231,36482,36733,36984,37235,37486,37737,37988,38239,38490,38741,38992,39243,39494,39745,39996,40247,40498,40749,41000,41251,41502,41753,42004,42255,42506,42757,43008,43259,43510,43761,44012,44263,44514,44765,45016,45267,45518,45769,46020,46271,46522,46773,47024,47275,47526,47777,48028,48279,48530,48781,49032,49283,49534,49785,50036,50287,50538,50789,51040,51291,51542,51793,52044,52295,52546,52797,53048,53299,53550,53801,54052,54303,54554,54805,55056,55307,55558,55809,56060,56311,56562,56813,57064,57315,57566,57817,58068,58319,58570,58821,59072,59323,59574,59825,60076,60327,60578,60829,61080,61331,61582,61833,62084,62335,62586,62837
88,339,590,841,1092,1343,1594,1845,2096,2347,2598,2849,3100,3351,3602,3853,4104,4355,4606,4857,5108,5359,5610,5861,6112,6363,6614,6865,7116,7367,7618,7869,8120,8371,8622,8873,9124,9375,9626,9877,10128,10379,10630,10881,11132,11383,11634,11885,12136,12387,12638,12889,13140,13391,13642,13893,14144,14395,14646,14897,15148,15399,15650,15901,16152,16403,16654,16905,17156,17407,17658,17909,18160,18411,18662,18913,19164,19415,19666,19917,20168,20419,20670,20921,21172,21423,21674,21925,22176,22427,22678,22929,23180,23431,23682,23933,24184,24435,24686,24937,25188,25439,25690,25941,26192,26443,26694,26945,27196,27447,27698,27949,28200,28451,28702,28953,29204,29455,29706,29957,30208,30459,30710,30961,31212,31463,31714,31965,32216,32467,32718,32969,33220,33471,33722,33973,34224,34475,34726,34977,35228,35479,35730,35981,36232,36483,36734,36985,37236,37487,37738,37989,38240,38491,38742,38993,39244,39495,39746,39997,40248,40499,40750,41001,41252,41503,41754,42005,42256,42507,42758,43009,43260,43511,43762,44013,44264,44515,44766,45017,45268,45519,45770,46021,46272,46523,46774,47025,47276,47527,47778,48029,48280,48531,48782,49033,49284,49535,49786,50037,50288,50539,50790,51041,51292,51543,51794,52045,52296,52547,52798,53049,53300,53551,53802,54053,54304,54555,54806,55057,55308,55559,55810,56061,56312,56563,56814,57065,57316,57567,57818,58069,58320,58571,58822,59073,59324,59575,59826,60077,60328,60579,60830,61081,61332,61583,61834,62085,62336,62587,62838
89,340,591,842,1093,1344,1595,1846,2097,2348,2599,2850,3101,3352,3603,3854,4105,4356,4607,4858,5109,5360,5611,5862,6113,6364,6615,6866,7117,7368,7619,7870,8121,8372,8623,8874,9125,9376,9627,9878,10129,10380,10631,10882,11133,11384,11635,11886,12137,12388,12639,12890,13141,13392,13643,13894,14145,14396,14647,14898,15149,15400,15651,15902,16153,16404,16655,16906,17157,17408,17659,17910,18161,18412,18663,18914,19165,19416,19667,19918,20169,20420,20671,20922,21173,21424,21675,21926,22177,22428,22679,22930,23181,23432,23683,23934,24185,24436,24687,24938,25189,25440,25691,25942,26193,26444,26695,26946,27197,27448,27699,27950,28201,28452,28703,28954,29205,29456,29707,29958,30209,30460,30711,30962,31213,31464,31715,31966,32217,32468,32719,32970,33221,33472,33723,33974,34225,34476,34727,34978,35229,35480,35731,35982,36233,36484,36735,36986,37237,37488,37739,37990,38241,38492,38743,38994,39245,39496,39747,39998,40249,40500,40751,41002,41253,41504,41755,42006,42257,42508,42759,43010,43261,43512,43763,44014,44265,44516,44767,45018,45269,45520,45771,46022,46273,46524,46775,47026,47277,47528,47779,48030,48281,48532,48783,49034,49285,49536,49787,50038,50289,50540,50791,51042,51293,51544,51795,52046,52297,52548,52799,53050,53301,53552,53803,54054,54305,54556,54807,55058,55309,55560,55811,56062,56313,56564,56815,57066,57317,57568,57819,58070,58321,58572,58823,59074,59325,59576,59827,60078,60329,60580,60831,61082,61333,61584,61835,62086,62337,62588,62839
90,341,592,843,1094,1345,1596,1847,2098,2349,2600,2851,3102,3353,3604,3855,4106,4357,4608,4859,5110,5361,5612,5863,6114,6365,6616,6867,7118,7369,7620,7871,8122,8373,8624,8875,9126,9377,9628,9879,10130,10381,10632,10883,11134,11385,11636,11887,12138,12389,12640,12891,13142,13393,13644,13895,14146,14397,14648,14899,15150,15401,15652,15903,16154,16405,16656,16907,17158,17409,17660,17911,18162,18413,18664,18915,19166,19417,19668,19919,20170,20421,20672,20923,21174,21425,21676,21927,22178,22429,22680,22931,23182,23433,23684,23935,24186,24437,24688,24939,25190,25441,25692,25943,26194,26445,26696,26947,27198,27449,27700,27951,28202,28453,28704,28955,29206,29457,29708,29959,30210,30461,30712,30963,31214,31465,31716,31967,32218,32469,32720,32971,33222,33473,33724,33975,34226,34477,34728,34979,35230,35481,35732,35983,36234,36485,36736,36987,37238,37489,37740,37991,38242,38493,38744,38995,39246,39497,39748,39999,40250,40501,40752,41003,41254,41505,41756,42007,42258,42509,42760,43011,43262,43513,43764,44015,44266,44517,44768,45019,45270,45521,45772,46023,46274,46525,46776,47027,47278,47529,47780,48031,48282,48533,48784,49035,49286,49537,49788,50039,50290,50541,50792,51043,51294,51545,51796,52047,52298,52549,52800,53051,53302,53553,53804,54055,54306,54557,54808,55059,55310,55561,55812,56063,56314,56565,56816,57067,57318,57569,57820,58071,58322,58573,58824,59075,59326,59577,59828,60079,60330,60581,60832,61083,61334,61585,61836,62087,62338,62589,62840
91,342,593,844,1095,1346,1597,1848,2099,2350,2601,2852,3103,3354,3605,3856,4107,4358,4609,4860,5111,5362,5613,5864,6115,6366,6617,6868,7119,7370,7621,7872,8123,8374,8625,8876,9127,9378,9629,9880,10131,10382,10633,10884,11135,11386,11637,11888,12139,12390,12641,12892,13143,13394,13645,13896,14147,14398,14649,14900,15151,15402,15653,15904,16155,16406,16657,16908,17159,17410,17661,17912,18163,18414,18665,18916,19167,19418,19669,19920,20171,20422,20673,20924,21175,21426,21677,21928,22179,22430,22681,22932,23183,23434,23685,23936,24187,24438,24689,24940,25191,25442,25693,25944,26195,26446,26697,26948,27199,27450,27701,27952,28203,28454,28705,28956,29207,29458,29709,29960,30211,30462,30713,30964,31215,31466,31717,31968,32219,32470,32721,32972,33223,33474,33725,33976,34227,34478,34729,34980,35231,35482,35733,35984,36235,36486,36737,36988,37239,37490,37741,37992,38243,38494,38745,38996,39247,39498,39749,40000,40251,40502,40753,41004,41255,41506,41757,42008,42259,42510,42761,43012,43263,43514,43765,44016,44267,44518,44769,45020,45271,45522,45773,46024,46275,46526,46777,47028,47279,47530,47781,48032,48283,48534,48785,49036,49287,49538,49789,50040,50291,50542,50793,51044,51295,51546,51797,52048,52299,52550,52801,53052,53303,53554,53805,54056,54307,54558,54809,55060,55311,55562,55813,56064,56315,56566,56817,57068,57319,57570,57821,58072,58323,58574,58825,59076,59327,59578,59829,60080,60331,60582,60833,61084,61335,61586,61837,62088,62339,62590,62841
92,343,594,845,1096,1347,1598,1849,2100,2351,2602,2853,3104,3355,3606,3857,4108,4359,4610,4861,5112,5363,5614,5865,6116,6367,6618,6869,7120,7371,7622,7873,8124,8375,8626,8877,9128,9379,9630,9881,10132,10383,10634,10885,11136,11387,11638,11889,12140,12391,12642,12893,13144,13395,13646,13897,14148,14399,14650,14901,15152,15403,15654,15905,16156,16407,16658,16909,17160,17411,17662,17913,18164,18415,18666,18917,19168,19419,19670,19921,20172,20423,20674,20925,21176,21427,21678,21929,22180,22431,22682,22933,23184,23435,23686,23937,24188,24439,24690,24941,25192,25443,25694,25945,26196,26447,26698,26949,27200,27451,27702,27953,28204,28455,28706,28957,29208,29459,29710,29961,30212,30463,30714,30965,31216,31467,31718,31969,32220,32471,32722,32973,33224,33475,33726,33977,34228,34479,34730,34981,35232,35483,35734,35985,36236,36487,36738,36989,37240,37491,37742,37993,38244,38495,38746,38997,39248,39499,39750,40001,40252,40503,40754,41005,41256,41507,41758,42009,42260,42511,42762,43013,43264,43515,43766,44017,44268,44519,44770,45021,45272,45523,45774,46025,46276,46527,46778,47029,47280,47531,47782,48033,48284,48535,48786,49037,49288,49539,49790,50041,50292,50543,50794,51045,51296,51547,51798,52049,52300,52551,52802,53053,53304,53555,53806,54057,54308,54559,54810,55061,55312,55563,55814,56065,56316,56567,56818,57069,57320,57571,57822,58073,58324,58575,58826,59077,59328,59579,59830,60081,60332,60583,60834,61085,61336,61587,61838,62089,62340,62591,62842
93,344,595,846,1097,1348,1599,1850,2101,2352,2603,2854,3105,3356,3607,3858,4109,4360,4611,4862,5113,5364,5615,5866,6117,6368,6619,6870,7121,7372,7623,7874,8125,8376,8627,8878,9129,9380,9631,9882,10133,10384,10635,10886,11137,11388,11639,11890,12141,12392,12643,12894,13145,13396,13647,13898,14149,14400,14651,14902,15153,15404,15655,15906,16157,16408,16659,16910,17161,17412,17663,17914,18165,18416,18667,18918,19169,19420,19671,19922,20173,20424,20675,20926,21177,21428,21679,21930,22181,22432,22683,22934,23185,23436,23687,23938,24189,24440,24691,24942,25193,25444,25695,25946,26197,26448,26699,26950,27201,27452,27703,27954,28205,28456,28707,28958,29209,29460,29711,29962,30213,30464,30715,30966,31217,31468,31719,31970,32221,32472,32723,32974,33225,33476,33727,33978,34229,34480,34731,34982,35233,35484,35735,35986,36237,36488,36739,36990,37241,37492,37743,37994,38245,38496,38747,38998,39249,39500,39751,40002,40253,40504,40755,41006,41257,41508,41759,42010,42261,42512,42763,43014,43265,43516,43767,44018,44269,44520,44771,45022,45273,45524,45775,46026,46277,46528,46779,47030,47281,47532,47783,48034,48285,48536,48787,49038,49289,49540,49791,50042,50293,50544,50795,51046,51297,51548,51799,52050,52301,52552,52803,53054,53305,53556,53807,54058,54309,54560,54811,55062,55313,55564,55815,56066,56317,56568,56819,57070,57321,57572,57823,58074,58325,58576,58827,59078,59329,59580,59831,60082,60333,60584,60835,61086,61337,61588,61839,62090,62341,62592,62843
94,345,596,847,1098,1349,1600,1851,2102,2353,2604,2855,3106,3357,3608,3859,4110,4361,4612,4863,5114,5365,5616,5867,6118,6369,6620,6871,7122,7373,7624,7875,8126,8377,8628,8879,9130,9381,9632,9883,10134,10385,10636,10887,11138,11389,11640,11891,12142,12393,12644,12895,13146,13397,13648,13899,14150,14401,14652,14903,15154,15405,15656,15907,16158,16409,16660,16911,17162,17413,17664,17915,18166,18417,18668,18919,19170,19421,19672,19923,20174,20425,20676,20927,21178,21429,21680,21931,22182,22433,22684,22935,23186,23437,23688,23939,24190,24441,24692,24943,25194,25445,25696,25947,26198,26449,26700,26951,27202,27453,27704,27955,28206,28457,28708,28959,29210,29461,29712,29963,30214,30465,30716,30967,31218,31469,31720,31971,32222,32473,32724,32975,33226,33477,33728,33979,34230,34481,34732,34983,35234,35485,35736,35987,36238,36489,36740,36991,37242,37493,37744,37995,38246,38497,38748,38999,39250,39501,39752,40003,40254,40505,40756,41007,41258,41509,41760,42011,42262,42513,42764,43015,43266,43517,43768,44019,44270,44521,44772,45023,45274,45525,45776,46027,46278,46529,46780,47031,47282,47533,47784,48035,48286,48537,48788,49039,49290,49541,49792,50043,50294,50545,50796,51047,51298,51549,51800,52051,52302,52553,52804,53055,53306,53557,53808,54059,54310,54561,54812,55063,55314,55565,55816,56067,56318,56569,56820,57071,57322,57573,57824,58075,58326,58577,58828,59079,59330,59581,59832,60083,60334,60585,60836,61087,61338,61589,61840,62091,62342,62593,62844
95,346,597,848,1099,1350,1601,1852,2103,2354,2605,2856,3107,3358,3609,3860,4111,4362,4613,4864,5115,5366,5617,5868,6119,6370,6621,6872,7123,7374,7625,7876,8127,8378,8629,8880,9131,9382,9633,9884,10135,10386,10637,10888,11139,11390,11641,11892,12143,12394,12645,12896,13147,13398,13649,13900,14151,14402,14653,14904,15155,15406,15657,15908,16159,16410,16661,16912,17163,17414,17665,17916,18167,18418,18669,18920,19171,19422,19673,19924,20175,20426,20677,20928,21179,21430,21681,21932,22183,22434,22685,22936,23187,23438,23689,23940,24191,24442,24693,24944,25195,25446,25697,25948,26199,26450,26701,26952,27203,27454,27705,27956,28207,28458,28709,28960,29211,29462,29713,29964,30215,30466,30717,30968,31219,31470,31721,31972,32223,32474,32725,32976,33227,33478,33729,33980,34231,34482,34733,34984,35235,35486,35737,35988,36239,36490,36741,36992,37243,37494,37745,37996,38247,38498,38749,39000,39251,39502,39753,40004,40255,40506,40757,41008,41259,41510,41761,42012,42263,42514,42765,43016,43267,43518,43769,44020,44271,44522,44773,45024,45275,45526,45777,46028,46279,46530,46781,47032,47283,47534,47785,48036,48287,48538,48789,49040,49291,49542,49793,50044,50295,50546,50797,51048,51299,51550,51801,52052,52303,52554,52805,53056,53307,53558,53809,54060,54311,54562,54813,55064,55315,55566,55817,56068,56319,56570,56821,57072,57323,57574,57825,58076,58327,58578,58829,59080,59331,59582,59833,60084,60335,60586,60837,61088,61339,61590,61841,62092,62343,62594,62845
